market_id,ticker,slug,ric,release_dt_utc,release_dt_ny,release_date_ny,release_timing,purchase_date,event_trading_date,signal_cutoff_ny,signal_cutoff_utc
619983,RGP,rgp-quarterly-earnings-nongaap-eps-2025-10-08-neg0pt10,RGP.N,2025-10-08T20:05:00Z,2025-10-08T20:05:00Z,2025-10-08,after_close,2025-10-08,2025-10-09,2025-10-08T20:00:00Z,2025-10-08T20:00:00Z
613049,LEVI,levi-quarterly-earnings-nongaap-eps-2025-10-09-0pt30,LEVI.N,2025-10-09T20:15:00Z,2025-10-09T20:15:00Z,2025-10-09,after_close,2025-10-09,2025-10-10,2025-10-09T20:00:00Z,2025-10-09T20:00:00Z
613050,PEP,pep-quarterly-earnings-nongaap-eps-2025-10-09-2pt26,PEP.N,2025-10-09T12:30:00Z,2025-10-09T12:30:00Z,2025-10-09,before_open,2025-10-08,2025-10-09,2025-10-08T20:00:00Z,2025-10-08T20:00:00Z
613051,DAL,dal-quarterly-earnings-nongaap-eps-2025-10-09-1pt52,DAL,2025-10-09T10:30:45Z,2025-10-09T10:30:45Z,2025-10-09,before_open,2025-10-08,2025-10-09,2025-10-08T20:00:00Z,2025-10-08T20:00:00Z
619984,APLD,apld-quarterly-earnings-nongaap-eps-2025-10-09-neg0pt16,APLD.N,2025-10-09T20:05:00Z,2025-10-09T20:05:00Z,2025-10-09,after_close,2025-10-09,2025-10-10,2025-10-09T20:00:00Z,2025-10-09T20:00:00Z
620021,HELE,hele-quarterly-earnings-nongaap-eps-2025-10-09-0pt52,HELE.N,2025-10-09T10:45:00Z,2025-10-09T10:45:00Z,2025-10-09,before_open,2025-10-08,2025-10-09,2025-10-08T20:00:00Z,2025-10-08T20:00:00Z
620023,NEOG,neog-quarterly-earnings-nongaap-eps-2025-10-09-0pt04,NEOG.N,2025-10-09T11:00:00Z,2025-10-09T11:00:00Z,2025-10-09,before_open,2025-10-08,2025-10-09,2025-10-08T20:00:00Z,2025-10-08T20:00:00Z
620032,NRIX,nrix-quarterly-earnings-gaap-eps-2025-10-9-neg0pt85,NRIX.N,2025-10-09T20:01:00Z,2025-10-09T20:01:00Z,2025-10-09,after_close,2025-10-09,2025-10-10,2025-10-09T20:00:00Z,2025-10-09T20:00:00Z
620038,BYRN,byrn-quarterly-earnings-gaap-eps-2025-10-09-0pt06,BYRN.N,2025-10-09T12:00:01Z,2025-10-09T12:00:01Z,2025-10-09,before_open,2025-10-08,2025-10-09,2025-10-08T20:00:00Z,2025-10-08T20:00:00Z
619852,UNTY,unty-quarterly-earnings-gaap-eps-2025-10-10-1pt29,UNTY.N,2025-10-14T10:00:05Z,2025-10-14T10:00:05Z,2025-10-14,before_open,2025-10-13,2025-10-14,2025-10-13T20:00:00Z,2025-10-13T20:00:00Z
